발생년도,시도,시군구,전체발생량,총계_재활용,총계_소각,총계_매립,총계_기타
2012,전남,장흥군,70.3,13.4,11.7,2.0,43.2
2010,전북,김제시,239.2,15.7,23.8,5.2,194.5
2011,경남,남해군,39.1,346.1,0.0,8.2,0.0
2011,충북,증평군,219.3,191.7,38.5,17.3,0.0
2013,경기,광명시,40.7,20.6,22.5,13.1,0.0
2009,충남,청양군,20.7,5.1,31.0,0.0,0.0
2013,강원,철원군,66.0,81.0,4.3,1.2,0.0
2009,강원,철원군,15.7,13.8,86.5,7.2,0.0
2009,대구,수성구,27.7,109.5,58.9,21.7,0.0
2009,경기,양평군,449.1,17.1,42.5,0.0,389.5
2012,강원,춘천시,634.9,82.6,30.9,0.7,520.6999999999999
2011,서울,강북구,63.0,16.8,0.0,12.5,33.7
2011,경북,성주군,295.0,27.2,84.5,44.8,138.5
2009,경기,의정부시,902.0,31.9,31.9,46.5,791.7
2010,전북,정읍시,108.8,21.5,37.7,2.8,46.8
2010,서울,양천구,36.5,5.2,25.1,20.8,0.0
2012,경남,함안군,39.6,2.7,21.2,27.9,0.0
2013,제주,제주시,58.2,36.9,29.9,19.6,0.0
2011,서울,영등포구,151.7,213.7,159.0,67.1,0.0
2009,경기,오산시,133.0,181.7,0.0,11.8,0.0
2013,전남,영암군,25.5,160.6,0.0,26.9,0.0
2011,부산,중구,50.7,283.2,17.9,13.8,0.0
2011,경남,거제시,36.5,16.2,61.8,17.2,0.0
2012,전북,익산시,49.1,58.5,18.9,12.0,0.0
2010,전북,익산시,202.2,40.3,32.0,11.6,118.29999999999998
2011,전남,고흥군,107.0,121.0,1.7,6.2,0.0
2009,경기,군포시,64.9,25.1,37.4,8.5,0.0
2011,전남,장흥군,218.6,91.9,7.8,23.4,95.5
2011,경기,광명시,451.3,120.8,0.8,7.9,321.8
2013,경남,하동군,145.1,33.5,11.9,4.4,95.29999999999998
2010,전남,무안군,65.4,136.0,0.0,44.4,0.0
2011,충북,영동군,15.5,16.7,133.6,6.1,0.0
2009,경북,영천시,231.1,27.0,68.0,9.6,126.5
2009,경남,산청군,30.2,9.4,42.2,61.2,0.0
2010,대구,중구,330.4,172.4,50.3,16.7,90.99999999999997
2012,서울,영등포구,59.5,67.1,58.9,45.5,0.0
2011,서울,구로구,78.9,16.7,363.0,0.0,0.0
2013,전북,장수군,0.0,141.0,61.2,8.1,0.0
2011,세종,세종특별자치시,970.5,14.0,108.7,75.0,772.8
2009,전남,장흥군,233.2,167.2,27.0,111.3,0.0
2011,전남,장성군,20.1,12.8,0.0,5.8,1.5000000000000009
2013,광주,남구,312.5,493.6,11.2,46.8,0.0
2012,충북,영동군,173.7,146.6,9.5,0.0,17.599999999999994
2013,경기,양평군,323.8,73.3,0.0,17.2,233.3
2013,대구,달성군,32.4,36.9,101.2,10.1,0.0
2011,인천,부평구,342.4,82.8,12.6,18.9,228.09999999999997
2009,전북,익산시,289.8,15.9,36.8,48.6,188.50000000000003
2009,경기,김포시,75.8,31.2,0.0,48.6,0.0
2011,경북,청송군,47.7,343.9,8.5,35.5,0.0
2010,인천,미추홀구,133.9,217.0,97.8,8.2,0.0
2012,경기,화성시,411.6,138.3,0.0,92.3,181.0
2011,강원,영월군,233.4,177.7,84.5,22.4,0.0
2013,강원,평창군,78.7,17.6,90.6,26.2,0.0
2011,서울,중랑구,274.5,117.3,8.7,58.9,89.6
2013,대구,북구,57.2,158.0,10.1,20.9,0.0
2013,대구,북구,70.1,1.6,3.3,59.3,5.900000000000006
2009,경기,화성시,513.7,205.3,9.4,33.8,265.20000000000005
2013,충남,당진시,30.2,324.7,9.9,14.2,0.0
2011,전북,전주시,45.1,78.0,1.7,2.1,0.0
2012,경북,경주시,112.3,14.8,4.4,0.0,93.1
2012,인천,남동구,798.3,29.5,6.2,1.6,760.9999999999999
2012,광주,서구,743.4,8.0,151.3,11.9,572.1999999999999
2013,충북,보은군,146.0,145.1,11.2,0.0,0.0
2010,대구,달성군,11.2,149.0,17.5,28.5,0.0
2009,서울,강동구,63.0,231.2,0.0,6.7,0.0
2010,서울,도봉구,25.5,27.4,8.0,9.5,0.0
2010,강원,평창군,42.7,438.6,25.8,3.4,0.0
2013,경북,봉화군,128.1,6.9,41.5,27.6,52.09999999999999
2009,충남,당진시,422.5,46.1,16.3,3.0,357.09999999999997
2011,전남,진도군,157.1,27.3,0.0,21.5,108.29999999999998
2011,경북,청송군,313.2,207.7,0.0,1.3,104.2
2009,전북,김제시,481.9,655.8,5.8,27.0,0.0
2011,경기,군포시,353.5,238.1,99.1,28.0,0.0
2012,충북,괴산군,236.2,147.8,65.3,92.9,0.0
2012,충남,당진시,39.2,181.4,37.7,1.1,0.0
2012,충남,청양군,41.0,218.0,14.0,4.6,0.0
2009,경기,안양시,202.2,228.5,66.1,0.0,0.0
2012,울산,중구,159.7,152.0,3.7,8.9,0.0
2011,경기,성남시,282.6,14.3,12.0,126.8,129.5
2011,대구,동구,278.0,157.8,166.2,11.5,0.0
2012,전북,익산시,624.7,172.6,371.6,113.7,0.0
2013,경기,오산시,13.5,22.7,15.2,5.2,0.0
2012,경기,성남시,40.2,7.2,105.2,40.0,0.0
2011,경북,의성군,147.6,36.8,16.6,21.4,72.79999999999998
2010,전북,장수군,302.1,228.5,103.1,2.3,0.0
2012,부산,중구,20.5,36.9,32.4,244.9,0.0
2013,강원,화천군,31.4,81.6,42.8,6.9,0.0
2009,대구,남구,36.7,17.2,0.0,4.0,15.500000000000004
2012,경남,진주시,113.1,140.0,19.9,94.2,0.0
2013,광주,남구,36.6,6.5,68.5,7.6,0.0
2011,경북,상주시,231.1,27.3,15.9,7.6,180.29999999999998
2011,전남,영암군,13.5,21.7,103.1,0.0,0.0
2012,대전,서구,38.0,16.7,55.4,13.7,0.0
2010,전북,익산시,634.3,148.3,129.8,10.4,345.79999999999995
2013,경북,청도군,215.4,46.2,95.5,1.3,72.39999999999999
2010,서울,중구,217.6,155.3,1.2,90.2,0.0
2009,충남,논산시,97.5,231.1,102.4,10.8,0.0
2009,강원,춘천시,352.1,38.0,14.1,32.4,267.6
2010,부산,부산진구,353.2,175.1,86.0,0.0,92.1
2011,대구,달성군,145.6,242.5,72.1,0.0,0.0
2012,충남,아산시,64.8,17.6,3.3,0.8,43.1
2011,경남,양산시,81.7,61.9,0.5,18.6,0.7000000000000028
2012,대구,서구,295.0,38.1,42.4,47.3,167.2
2011,전북,장수군,150.6,6.0,0.0,8.1,136.5
2010,서울,서대문구,176.1,7.3,12.1,21.6,135.1
2012,경기,성남시,190.3,24.1,149.2,81.3,0.0
2010,경남,밀양시,322.3,196.2,86.5,36.8,2.8000000000000256
2009,충북,청주시,171.4,114.8,98.8,25.7,0.0
2011,경기,안성시,314.5,27.4,11.5,26.7,248.90000000000003
2009,부산,중구,345.5,260.8,47.3,2.9,34.49999999999999
2011,충남,홍성군,24.3,21.2,65.1,31.8,0.0
2009,전북,남원시,205.3,15.8,89.8,31.8,67.9
2010,대구,달서구,127.0,11.3,81.1,14.6,20.000000000000007
2010,경남,합천군,37.0,30.5,64.6,28.5,0.0
2009,전남,순천시,100.5,205.4,30.5,0.0,0.0
2009,대전,동구,75.6,42.2,64.6,22.3,0.0
2009,경북,영양군,139.6,14.3,155.6,28.5,0.0
2012,경기,과천시,282.3,209.8,15.2,6.3,51.0
2012,경기,의정부시,37.4,230.3,15.2,45.9,0.0
2010,경북,성주군,255.5,139.5,32.1,18.3,65.60000000000001
2009,서울,강남구,368.2,21.7,38.0,78.9,229.6
2009,경기,부천시,152.3,141.0,42.9,111.3,0.0
2012,대구,달서구,415.1,35.0,57.5,1.5,321.1
2013,강원,고성군,331.5,585.2,3.8,0.8,0.0
2011,충북,옥천군,34.6,16.0,11.5,9.5,0.0
2011,경기,동두천시,17.9,42.9,41.7,17.5,0.0
2013,서울,동작구,474.1,32.9,10.7,8.9,421.6000000000001
2012,전남,신안군,218.6,231.2,4.3,0.0,0.0
2009,대구,북구,25.4,180.4,29.4,18.8,0.0
2009,충북,영동군,66.8,205.9,79.6,38.7,0.0
2010,전남,영광군,163.0,28.6,0.0,29.4,105.0
2010,서울,은평구,43.3,12.4,0.0,5.0,25.9
2011,부산,사상구,87.3,142.2,176.0,1.0,0.0
2013,대전,동구,145.9,119.3,16.9,4.0,5.70000000000001
2012,경기,화성시,409.4,220.1,14.6,10.7,164.0
2013,경기,성남시,254.7,82.4,84.2,11.7,76.39999999999998
2012,서울,강서구,154.6,42.1,5.6,23.4,83.5
2011,경기,평택시,247.5,10.1,11.9,23.7,201.8
2009,전북,임실군,228.4,16.0,25.3,7.8,179.29999999999998
2009,대구,서구,212.9,108.4,20.4,0.0,84.1
2010,충북,괴산군,378.0,22.1,97.4,8.0,250.5
2012,경북,성주군,337.1,190.9,157.0,0.0,0.0
2009,경북,구미시,49.8,142.2,61.7,29.2,0.0
2009,경기,화성시,21.7,0.0,78.0,116.6,0.0
2010,서울,서초구,97.7,11.0,79.1,145.7,0.0
2012,서울,금천구,24.4,148.9,15.1,27.9,0.0
2009,서울,은평구,85.1,126.5,36.0,100.6,0.0
2012,전남,영암군,36.2,42.0,445.5,25.4,0.0
2013,강원,인제군,388.5,17.5,1.1,18.6,351.29999999999995
2011,경남,고성군,113.9,9.5,55.0,2.4,47.00000000000001
2012,강원,영월군,115.0,14.7,28.6,10.2,61.499999999999986
2012,인천,동구,40.3,2.7,40.9,1.2,0.0
2010,울산,중구,85.3,8.4,68.7,117.4,0.0
2009,경남,하동군,156.2,72.2,86.4,0.0,0.0
2010,대구,달서구,104.7,33.9,41.0,3.5,26.30000000000001
2010,서울,영등포구,1019.2,240.8,34.0,106.8,637.6000000000001
2011,서울,동대문구,39.1,92.6,0.0,32.4,0.0
2010,경기,동두천시,104.7,0.6,6.0,6.1,92.00000000000001
2013,전북,정읍시,59.6,169.2,0.7,34.7,0.0
2010,인천,연수구,45.5,2.8,130.7,35.6,0.0
2013,경기,양평군,82.2,146.4,0.0,53.0,0.0
2009,경기,광주시,486.2,21.2,309.4,25.0,130.60000000000002
2013,대구,달서구,328.2,26.0,240.6,19.0,42.599999999999994
2009,충북,음성군,115.0,276.3,160.2,6.9,0.0
2011,전남,신안군,38.3,146.4,44.5,1.5,0.0
2011,대전,유성구,279.6,7.8,13.7,3.0,255.10000000000002
2009,서울,노원구,36.8,177.7,18.0,17.5,0.0
2010,충남,계룡시,80.6,198.3,44.7,103.5,0.0
2011,경북,구미시,32.6,30.7,5.3,35.9,0.0
2010,충북,영동군,115.0,43.0,29.3,12.0,30.700000000000003
2013,강원,양구군,364.2,275.3,407.1,19.8,0.0
2011,대전,유성구,420.8,38.0,16.6,44.4,321.8
2013,서울,강남구,289.2,183.0,9.5,7.0,89.69999999999999
2009,전남,무안군,448.3,159.3,347.9,17.0,0.0
2011,부산,강서구,300.2,188.1,2.3,23.8,86.0
2009,서울,강북구,172.0,18.5,0.0,15.1,138.4
2009,서울,양천구,47.7,152.7,1.3,1.0,0.0
2011,충북,영동군,183.7,130.3,31.0,0.0,22.399999999999977
2012,경기,의왕시,101.7,12.3,30.9,8.3,50.2
2012,경북,군위군,71.1,247.0,14.3,18.4,0.0
2011,서울,구로구,118.1,82.7,81.9,23.8,0.0
2009,전북,익산시,332.6,119.1,24.4,8.8,180.3
2009,충남,홍성군,125.5,260.8,89.9,0.0,0.0
2011,울산,남구,23.7,119.3,48.6,3.5,0.0
2010,충남,홍성군,241.5,7.4,73.3,1.3,159.5
2013,강원,화천군,225.8,39.1,43.1,15.1,128.50000000000003
2010,서울,노원구,433.1,115.3,61.9,18.5,237.4
2013,전남,목포시,330.4,19.5,3.8,0.9,306.2
2011,울산,남구,13.5,137.2,0.0,5.3,0.0
2012,경기,가평군,175.7,15.5,13.9,5.2,141.1
2012,경남,밀양시,313.2,242.0,85.9,13.1,0.0
2009,강원,양양군,104.7,16.9,0.0,8.6,79.20000000000002
2009,부산,사하구,89.4,54.1,11.2,9.7,14.400000000000006
2012,강원,정선군,1024.0,30.7,15.2,15.2,962.8999999999999
2009,서울,마포구,385.0,140.1,24.0,3.3,217.6
2013,서울,마포구,35.2,80.0,23.4,0.0,0.0
2011,서울,도봉구,42.2,91.5,38.9,12.3,0.0
2010,충남,아산시,364.2,190.3,134.9,10.2,28.799999999999972
2010,부산,연제구,488.4,230.3,61.8,8.4,187.89999999999995
2012,강원,춘천시,242.9,146.1,102.3,9.4,0.0
2012,강원,정선군,522.7,18.1,25.8,9.3,469.5
2009,부산,해운대구,136.4,1.6,0.0,0.0,134.8
2013,전남,나주시,258.1,217.8,13.9,17.5,8.900000000000013
2012,서울,도봉구,208.6,31.5,79.1,4.5,93.5
2011,강원,양구군,410.0,226.2,0.0,95.9,87.9
2013,충남,금산군,57.7,216.4,0.0,3.5,0.0
2010,충남,금산군,42.9,10.5,0.0,153.6,0.0
2013,경북,상주시,146.0,51.3,106.4,30.5,0.0
2011,경북,김천시,243.5,472.2,0.0,22.1,0.0
2012,경남,남해군,24.9,103.7,9.4,21.3,0.0
2011,강원,홍천군,130.8,128.1,86.0,15.1,0.0
2013,서울,종로구,345.0,34.2,114.6,4.5,191.70000000000002
2010,서울,은평구,219.7,30.7,30.9,29.2,128.9
2012,경기,포천시,249.4,17.2,20.0,4.2,208.00000000000003
2011,서울,성동구,307.5,11.8,127.9,21.3,146.49999999999997
2012,전남,광양시,196.0,179.1,61.9,18.8,0.0
2011,충남,서산시,46.7,170.4,31.9,9.6,0.0
2011,경기,안성시,282.6,196.2,31.0,54.4,1.0000000000000355
2011,경기,가평군,118.1,148.9,55.9,16.5,0.0
2011,경기,안산시,275.6,27.3,2.7,14.4,231.20000000000002
2012,경남,사천시,238.7,205.9,50.9,8.0,0.0
2012,강원,화천군,128.5,31.9,57.4,56.1,0.0
2013,충북,증평군,102.5,89.7,85.1,3.2,0.0
2009,경기,광명시,82.9,28.0,31.8,1.2,21.900000000000006
2010,경북,경산시,567.0,14.4,0.5,12.3,539.8000000000001
2011,서울,영등포구,21.5,10.5,13.1,5.0,0.0
2011,충북,옥천군,209.7,175.3,29.5,0.0,4.899999999999977
2012,서울,은평구,330.4,598.9,43.2,45.9,0.0
2011,경기,부천시,17.9,52.5,103.1,56.9,0.0
2013,울산,북구,189.2,10.5,103.1,94.1,0.0
2010,경기,안성시,290.3,157.8,38.2,1.2,93.1
2011,서울,동대문구,459.0,110.0,38.1,74.1,236.79999999999998
2011,충북,단양군,33.4,493.6,11.7,104.1,0.0
2013,강원,양양군,71.8,23.5,65.3,5.0,0.0
2011,인천,동구,136.3,13.6,67.2,10.3,45.20000000000002
2012,서울,노원구,57.7,62.8,0.0,199.6,0.0
2011,경북,안동시,104.8,18.0,249.0,8.8,0.0
2013,전남,완도군,10.7,152.4,0.1,1.2,0.0
2011,충북,충주시,218.4,46.3,52.3,17.2,102.60000000000002
2010,충남,아산시,163.3,70.9,0.0,22.2,70.2
2011,울산,동구,110.1,42.3,1.2,20.9,45.699999999999996
2010,서울,중구,12.6,150.5,0.0,98.1,0.0
2010,서울,성북구,624.7,172.3,0.0,56.1,396.3
2009,충남,보령시,70.3,7.3,121.0,25.6,0.0
2010,강원,고성군,338.5,17.6,0.3,1.4,319.2
2009,인천,연수구,66.0,53.5,39.0,1.0,0.0
2013,경남,합천군,10.7,20.6,5.6,25.6,0.0
2013,서울,도봉구,38.0,231.1,6.0,13.0,0.0
2013,경남,통영시,261.4,112.5,50.1,0.5,98.29999999999998
2010,경남,진주시,31.4,77.1,118.3,6.2,0.0
2009,강원,태백시,34.9,73.3,21.8,0.0,0.0
2009,서울,성북구,43.8,218.0,12.9,2.5,0.0
2012,부산,금정구,25.5,17.4,44.8,0.0,0.0
2013,경남,창녕군,13.3,255.5,0.0,56.0,0.0
2012,경기,가평군,290.6,7.0,56.2,6.5,220.90000000000003
2012,경북,고령군,447.0,201.0,92.0,0.0,154.0
2010,서울,마포구,87.3,5.2,35.8,18.3,27.999999999999996
2010,전남,함평군,168.0,270.8,12.0,3.7,0.0
2010,경남,통영시,14.8,206.9,163.6,13.3,0.0
2012,경기,고양시,50.6,23.3,20.0,10.5,0.0
2012,충남,홍성군,75.6,17.1,13.5,2.4,42.599999999999994
2009,인천,중구,305.7,14.4,1.3,12.7,277.3
2010,경남,고성군,334.4,118.4,88.1,1.3,126.59999999999998
2009,전남,여수시,47.4,68.0,0.0,8.5,0.0
2009,서울,동작구,112.3,130.0,90.0,12.6,0.0
2012,경남,밀양시,409.9,59.8,9.8,181.7,158.59999999999997
2009,경기,과천시,39.6,256.3,36.0,54.4,0.0
2011,충북,음성군,258.1,18.6,21.2,9.9,208.40000000000003
2012,충남,천안시,207.4,19.3,0.0,120.8,67.3
2013,충북,보은군,56.6,21.7,0.0,1.5,33.400000000000006
2009,전북,익산시,533.8,149.4,25.0,13.8,345.59999999999997
2009,전남,목포시,96.2,251.8,0.1,31.6,0.0
2010,부산,연제구,365.2,48.1,15.2,2.0,299.9
2011,경북,경주시,217.6,175.3,157.0,4.2,0.0
2009,대구,서구,169.8,14.3,126.9,106.0,0.0
2013,경기,고양시,104.8,10.5,0.0,42.1,52.199999999999996
2013,대구,서구,687.5,209.8,123.0,9.5,345.2
2009,울산,북구,42.9,52.5,14.6,114.8,0.0
2010,강원,정선군,281.7,272.0,0.0,6.3,3.399999999999989
2012,경북,김천시,50.0,5.7,0.0,58.0,0.0
2013,강원,양구군,19.1,160.2,12.0,21.5,0.0
2012,충북,괴산군,36.9,62.3,0.0,7.2,0.0
2009,충남,금산군,183.3,28.4,90.0,55.6,9.300000000000004
2013,인천,동구,37.6,33.5,16.8,40.6,0.0
2012,부산,연제구,212.9,152.4,29.3,0.5,30.7
2011,전북,전주시,23.4,35.6,48.9,51.4,0.0
2012,인천,동구,66.8,181.4,28.5,46.3,0.0
2010,서울,도봉구,527.7,107.0,1.2,0.8,418.70000000000005
2009,강원,철원군,310.1,8.9,37.7,28.3,235.20000000000005
2009,경북,청송군,194.9,17.1,115.1,199.6,0.0
2012,충남,홍성군,49.7,17.7,36.3,24.9,0.0
2009,대전,대덕구,42.9,70.1,45.3,17.5,0.0
2011,경기,안산시,30.7,27.8,102.4,8.8,0.0
2010,인천,서구,70.8,14.7,256.2,8.5,0.0
2010,충북,청주시,115.6,65.4,20.5,28.9,0.79999999999999
2009,부산,수영구,150.6,87.1,97.9,29.4,0.0
2011,경남,밀양시,70.6,63.7,16.6,4.4,0.0
2012,부산,북구,145.1,213.7,12.9,29.5,0.0
2011,전남,신안군,29.4,307.0,276.6,68.8,0.0
2009,서울,금천구,52.8,216.2,42.9,22.1,0.0
2013,전남,장성군,91.4,15.9,58.8,1.2,15.500000000000004
2011,경남,함안군,34.1,77.1,89.9,71.8,0.0
2010,인천,서구,208.6,23.8,197.3,3.9,0.0
2012,경기,파주시,171.4,530.5,103.1,61.6,0.0
2012,경북,고령군,480.2,38.1,9.5,15.1,417.49999999999994
2009,대구,달서구,378.0,136.3,9.5,0.3,231.89999999999998
2012,대구,중구,33.0,22.7,57.4,18.7,0.0
2009,부산,서구,209.3,176.7,16.7,9.5,6.4000000000000234
2011,울산,북구,48.2,20.6,0.0,3.4,24.200000000000003
2013,강원,강릉시,42.0,438.6,89.6,6.2,0.0
2012,전남,영암군,95.2,177.9,68.0,23.6,0.0
2012,전남,광양시,103.1,9.4,106.0,111.3,0.0
2009,부산,남구,39.6,181.4,19.9,16.9,0.0
2013,부산,중구,164.5,50.3,0.0,55.4,58.800000000000004
2011,서울,강동구,250.1,31.5,0.0,0.0,218.6
2012,울산,울주군,119.4,16.2,0.0,21.1,82.1
2012,서울,강남구,55.4,19.4,50.3,2.9,0.0
2010,경남,함양군,290.4,29.8,74.1,6.9,179.59999999999997
2012,인천,서구,49.3,9.7,38.0,148.1,0.0
2011,전남,영암군,49.3,219.7,18.7,22.4,0.0
2012,충북,청주시,28.6,216.2,121.0,11.7,0.0
2012,경기,과천시,59.2,202.7,117.3,5.2,0.0
2009,경남,창녕군,22.7,71.4,0.0,20.8,0.0
2012,부산,동래구,102.5,151.7,3.3,5.0,0.0
2010,광주,북구,415.1,30.1,36.7,26.0,322.3
2011,경북,의성군,35.7,67.4,9.7,26.0,0.0
2012,부산,북구,142.8,24.2,129.8,23.1,0.0
2010,경남,통영시,57.9,61.4,13.6,1.6,0.0
2009,서울,중구,282.3,30.4,97.4,2.9,151.6
2012,서울,금천구,453.9,202.2,75.9,63.8,111.99999999999999
2009,전남,보성군,21.8,4.8,56.2,2.6,0.0
2013,전북,장수군,75.6,278.2,8.3,12.1,0.0
2010,제주,제주시,229.5,243.6,23.9,15.8,0.0
2013,경남,함양군,31.1,118.5,0.0,28.9,0.0
2012,경기,동두천시,254.4,40.8,203.0,53.6,0.0
2009,부산,사하구,248.4,45.9,0.0,103.5,99.0
2013,전남,해남군,53.9,59.8,76.2,3.8,0.0
2013,강원,삼척시,51.5,40.8,23.5,0.0,0.0
2011,충남,부여군,251.4,326.7,56.9,35.9,0.0
2009,강원,강릉시,128.1,8.6,82.6,105.2,0.0
2013,경기,구리시,245.4,216.4,37.7,32.7,0.0
2012,울산,남구,227.3,38.0,15.0,0.0,174.3
2009,강원,양양군,248.0,402.2,3.8,6.7,0.0
2011,부산,부산진구,323.8,223.3,25.7,46.7,28.099999999999994
2013,전남,곡성군,70.8,18.4,4.1,3.6,44.699999999999996
2012,인천,연수구,91.4,15.9,97.9,11.7,0.0
2010,충남,공주시,83.1,53.0,89.1,12.6,0.0
2012,경기,과천시,215.0,244.2,77.8,15.6,0.0
2012,전남,영암군,634.9,3.8,13.0,35.5,582.6
2013,전남,장흥군,228.0,207.7,83.6,0.8,0.0
2011,충남,보령시,209.8,209.8,133.9,23.3,0.0
2011,경북,영천시,173.0,207.7,115.1,0.0,0.0
2012,전남,진도군,377.4,109.5,72.5,8.3,187.09999999999997
2009,경남,양산시,217.6,23.4,28.2,22.8,143.2
2009,전북,고창군,54.4,14.0,230.3,84.9,0.0
2012,전북,장수군,41.0,7.0,3.3,31.8,0.0
2012,전남,보성군,217.6,172.0,10.2,0.8,34.599999999999994
2013,서울,서대문구,302.7,2.5,112.5,3.1,184.6
2009,부산,사상구,166.2,2.3,0.4,0.8,162.69999999999996
2013,경기,남양주시,14.8,68.7,47.8,16.4,0.0
2011,대전,서구,387.0,16.0,37.8,23.7,309.5
2011,대구,중구,200.1,190.3,193.0,12.3,0.0
2012,충남,서천군,418.1,7.2,24.4,25.8,360.70000000000005
2011,경북,울릉군,65.4,43.0,112.0,4.0,0.0
2013,제주,제주시,634.9,74.4,0.0,21.7,538.8
2011,경기,하남시,69.3,46.2,37.2,19.3,0.0
2009,서울,영등포구,56.6,92.6,118.9,18.2,0.0
2009,전남,진도군,65.4,273.8,31.4,41.2,0.0
2009,서울,강남구,1116.5,112.5,19.6,14.2,970.1999999999999
2010,인천,남동구,228.0,152.0,71.9,68.1,0.0
2011,경북,봉화군,29.4,31.2,0.0,18.8,0.0
2013,광주,광산구,789.3,21.2,22.0,32.2,713.8999999999999
2012,충남,아산시,64.1,228.8,103.5,3.7,0.0
2012,서울,송파구,35.6,17.3,81.3,19.8,0.0
2013,부산,해운대구,342.4,37.7,34.0,18.4,252.29999999999998
2009,인천,연수구,30.1,222.6,41.0,91.7,0.0
2011,충북,단양군,59.6,142.2,10.6,18.7,0.0
2012,서울,금천구,14.8,15.7,92.0,144.4,0.0
2010,인천,서구,228.8,72.2,31.8,33.1,91.70000000000002
2011,강원,태백시,36.8,71.3,7.7,6.1,0.0
2009,서울,광진구,46.3,3.5,0.0,4.5,38.3
2010,전북,익산시,154.6,346.1,46.9,0.0,0.0
2013,전북,완주군,675.9,45.4,29.0,63.5,538.0
2012,전남,함평군,221.3,159.0,0.0,21.4,40.90000000000001
2010,서울,서대문구,232.8,5.6,18.9,0.0,208.3
2010,경기,평택시,266.2,41.8,115.1,6.3,102.99999999999999
2009,부산,영도구,50.1,9.8,110.6,27.7,0.0
2009,서울,용산구,258.7,61.4,13.5,8.6,175.2
2011,경기,오산시,222.8,6.4,103.3,92.3,20.80000000000001
2013,경기,여주시,71.4,6.2,90.0,9.5,0.0
2010,강원,인제군,362.1,39.3,31.5,116.6,174.70000000000002
2009,전남,진도군,163.7,11.1,0.0,72.0,80.6
2012,세종,세종특별자치시,304.9,7.4,161.6,2.3,133.6
2011,충북,옥천군,42.2,453.5,23.5,9.1,0.0
2013,경북,청도군,254.1,30.7,0.0,32.2,191.2
2010,강원,춘천시,55.7,20.0,80.4,4.5,0.0
2012,전북,남원시,369.0,17.3,33.7,0.0,318.0
2010,경기,광명시,37.0,391.4,0.0,151.2,0.0
2011,경기,수원시,39.0,39.3,84.2,113.9,0.0
2013,제주,제주시,20.6,143.4,87.5,0.0,0.0
2010,경남,사천시,120.7,200.3,2.4,18.0,0.0
2009,경북,고령군,289.8,12.4,8.5,18.0,250.90000000000003
2013,서울,중구,326.7,15.9,50.1,32.7,228.0
2011,충북,충주시,299.1,14.0,0.0,7.8,277.3
2009,제주,제주시,28.6,121.0,89.7,23.1,0.0
2012,충북,음성군,241.5,38.2,26.2,14.8,162.3
2011,부산,중구,28.1,5.7,26.9,46.5,0.0
2009,경남,양산시,382.8,69.0,143.6,20.7,149.50000000000003
2010,경기,구리시,278.5,16.0,36.2,19.8,206.5
2012,경북,고령군,83.3,53.5,5.2,10.1,14.499999999999998
2011,서울,강서구,14.8,256.3,16.8,9.4,0.0
2013,충남,태안군,294.1,206.7,0.0,26.2,61.20000000000003
2011,전남,순천시,183.3,30.7,19.6,48.5,84.50000000000003
2012,경북,포항시,411.6,75.7,72.1,100.8,163.00000000000006
2013,울산,동구,239.2,14.4,28.6,8.3,187.89999999999998
2009,부산,남구,63.0,53.0,155.6,21.4,0.0
2013,서울,양천구,1039.0,118.3,0.3,10.2,910.2
2011,제주,제주시,364.1,68.7,29.7,5.8,259.90000000000003
2009,충남,서산시,122.7,149.0,14.7,1.2,0.0
2012,서울,광진구,26.8,90.4,66.8,11.5,0.0
2011,경북,청도군,228.3,27.2,31.5,4.0,165.60000000000002
2010,울산,북구,789.3,30.5,4.5,0.0,754.3
2010,인천,미추홀구,45.7,2.3,81.0,9.8,0.0
2010,경기,수원시,202.2,469.7,59.3,116.6,0.0
2009,전남,나주시,404.4,7.2,6.8,6.9,383.5
2010,전남,무안군,194.9,112.5,23.1,0.6,58.7
2009,강원,강릉시,37.9,27.1,48.7,28.3,0.0
2009,전남,강진군,21.8,372.9,12.0,5.2,0.0
2011,충남,계룡시,29.4,6.1,61.9,16.5,0.0
2013,경기,가평군,228.3,167.5,45.3,9.3,6.2000000000000135
2010,충북,충주시,15.1,102.2,341.4,58.9,0.0
2013,서울,중랑구,720.2,110.7,0.0,18.6,590.9
2013,부산,사상구,36.1,5.1,8.5,120.8,0.0
2010,전북,남원시,33.7,251.8,100.2,103.5,0.0
2012,전북,무주군,27.6,372.9,0.0,6.4,0.0
2013,경기,김포시,345.4,23.8,20.0,8.4,293.2
2011,충남,계룡시,0.0,10.0,84.7,74.4,0.0
2011,경남,합천군,422.5,66.6,47.6,1.2,307.09999999999997
2012,경기,안산시,15.5,22.8,50.3,0.0,0.0
2012,경북,군위군,240.1,185.6,72.5,30.0,0.0
2013,광주,광산구,50.0,12.3,7.2,0.0,30.500000000000004
2012,충북,증평군,41.8,139.3,0.0,7.1,0.0
2009,서울,노원구,13.2,222.6,79.3,5.7,0.0
2012,강원,춘천시,53.9,19.6,31.3,5.2,0.0
2010,부산,중구,34.8,175.0,2.3,41.2,0.0
2011,경북,경주시,76.3,275.3,2.4,148.1,0.0
2012,전북,부안군,328.9,345.5,0.0,74.1,0.0
2013,충남,태안군,318.0,44.6,1.4,9.9,262.1
2010,경남,창녕군,14.8,8.5,412.2,94.0,0.0
